time_sec,source,valid,manual_enabled,left_target_elbow_x,left_target_elbow_y,left_target_elbow_z,left_target_wrist_x,left_target_wrist_y,left_target_wrist_z,right_target_elbow_x,right_target_elbow_y,right_target_elbow_z,right_target_wrist_x,right_target_wrist_y,right_target_wrist_z,left_shoulder_loss,left_elbow_loss,left_elbow_error,left_wrist_error,right_shoulder_loss,right_elbow_loss,right_elbow_error,right_wrist_error,torso_joint,neck_joint,head_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,left_hip_joint,left_knee_joint,left_ankle_joint,right_hip_joint,right_knee_joint,right_ankle_joint
1778537242.843215,sequential_ik_elbow_then_wrist,0,0,-0.095442,0.063700,-0.277188,-0.341151,0.072085,-0.449109,-0.013859,-0.125690,-0.272048,-0.198284,-0.147894,-0.507621,0.023609,0.098849,0.117672,0.313117,0.014585,0.041485,0.085488,0.197460,0.000000,0.000000,0.000000,0.081723,-0.222606,-0.753600,0.268170,-0.010965,-0.204429,0.753600,0.319866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778537242.892350,sequential_ik_elbow_then_wrist,0,0,-0.099294,0.055647,-0.277568,-0.350684,0.058549,-0.441258,-0.015797,-0.157862,-0.254617,-0.194412,-0.223907,-0.486425,0.004907,0.094193,0.063713,0.304347,0.000312,0.036456,0.012312,0.188967,0.000000,0.000000,0.000000,0.182486,-0.449988,-1.326336,0.224989,-0.024271,-0.389787,1.326336,0.345373,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778537242.960157,sequential_ik_elbow_then_wrist,0,0,-0.104443,0.050902,-0.276587,-0.353360,0.107983,-0.434011,-0.023097,-0.159313,-0.253152,-0.178240,-0.239813,-0.496977,0.003294,0.062946,0.056078,0.249229,0.000079,0.025898,0.008163,0.160144,0.000000,0.000000,0.000000,0.286601,-0.632846,-1.761615,0.122992,-0.041155,-0.535917,1.761615,0.326683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778537243.045184,sequential_ik_elbow_then_wrist,0,0,-0.080877,0.072907,-0.279542,-0.327563,0.166934,-0.422037,-0.021169,-0.151514,-0.258061,-0.157069,-0.240788,-0.510175,0.000402,0.041694,0.019652,0.204190,0.000037,0.017677,0.005143,0.132729,0.000000,0.000000,0.000000,0.375233,-0.770683,-2.092428,0.045474,-0.057575,-0.653872,2.092428,0.293855,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778537243.090265,sequential_ik_elbow_then_wrist,0,0,-0.084848,0.081240,-0.276045,-0.325387,0.184213,-0.422803,-0.022193,-0.153049,-0.257067,-0.169082,-0.261843,-0.494948,0.000224,0.033497,0.014389,0.183022,0.000014,0.019692,0.003535,0.139983,0.000000,0.000000,0.000000,0.449903,-0.868853,-2.343845,-0.013440,-0.072834,-0.743882,2.343845,0.245240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778537243.126916,sequential_ik_elbow_then_wrist,1,0,-0.050473,0.087995,-0.282328,-0.272775,0.179638,-0.461726,-0.024059,-0.141159,-0.263620,-0.159949,-0.295234,-0.482240,0.000226,0.019157,0.014278,0.138409,0.000046,0.015194,0.005627,0.121982,0.000000,0.000000,0.000000,0.499884,-0.952628,-2.534922,-0.058214,-0.087932,-0.820541,2.534922,0.165770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778537243.186433,sequential_ik_elbow_then_wrist,1,0,-0.053169,0.078088,-0.284737,-0.269721,0.184008,-0.463304,-0.041926,-0.150546,-0.256082,-0.168923,-0.307817,-0.477752,0.000036,0.021015,0.005350,0.144964,0.000238,0.012594,0.014454,0.112124,0.000000,0.000000,0.000000,0.535714,-1.022399,-2.680141,-0.092243,-0.110214,-0.871785,2.680141,0.094080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778537243.277764,sequential_ik_elbow_then_wrist,1,0,-0.047201,0.075779,-0.286408,-0.256269,0.209113,-0.455264,-0.062052,-0.138805,-0.258617,-0.213449,-0.317521,-0.446072,0.000060,0.022390,0.007343,0.149632,0.000663,0.017273,0.024531,0.131257,0.000000,0.000000,0.000000,0.560011,-1.080290,-2.790507,-0.118105,-0.145801,-0.913118,2.790507,0.023501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778537243.342622,sequential_ik_elbow_then_wrist,1,0,-0.049069,0.073786,-0.286615,-0.255915,0.221803,-0.445692,-0.070430,-0.131922,-0.260070,-0.236132,-0.322362,-0.422167,0.000016,0.025949,0.003905,0.161088,0.000614,0.019484,0.023645,0.139586,0.000000,0.000000,0.000000,0.576940,-1.125700,-2.874385,-0.137760,-0.190426,-0.946777,2.874385,-0.030139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778537243.422313,sequential_ik_elbow_then_wrist,0,0,-0.063037,0.070193,-0.284779,-0.254700,0.234487,-0.446868,-0.096536,-0.127411,-0.253865,-0.304956,-0.308319,-0.371481,0.000073,0.023843,0.008311,0.154412,0.001242,0.035197,0.033505,0.187609,0.000000,0.000000,0.000000,0.593157,-1.157002,-2.938133,-0.152697,-0.249976,-0.966655,2.938133,-0.070906,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
