time_sec,source,valid,manual_enabled,left_target_elbow_x,left_target_elbow_y,left_target_elbow_z,left_target_wrist_x,left_target_wrist_y,left_target_wrist_z,right_target_elbow_x,right_target_elbow_y,right_target_elbow_z,right_target_wrist_x,right_target_wrist_y,right_target_wrist_z,left_shoulder_loss,left_elbow_loss,left_elbow_error,left_wrist_error,right_shoulder_loss,right_elbow_loss,right_elbow_error,right_wrist_error,torso_joint,neck_joint,head_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,left_hip_joint,left_knee_joint,left_ankle_joint,right_hip_joint,right_knee_joint,right_ankle_joint
1778246384.516107,sequential_ik_elbow_then_wrist,0,0,-0.181718,0.128984,-0.200852,-0.376496,-0.060444,-0.073658,-0.179326,-0.112465,-0.212588,-0.442480,-0.224519,-0.122066,0.016125,0.283582,0.095871,0.531224,0.018314,0.073714,0.103519,0.267719,0.000000,0.000000,0.000000,0.141420,-0.141212,0.000000,0.289279,-0.143145,-0.152549,0.000000,0.308410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246384.548578,sequential_ik_elbow_then_wrist,0,0,-0.205678,0.108863,-0.189329,-0.366730,-0.067912,-0.008185,-0.173021,-0.123442,-0.211721,-0.446352,-0.236692,-0.162075,0.003081,0.134582,0.046044,0.357059,0.001757,0.069642,0.034974,0.249775,0.000000,0.000000,0.000000,0.320257,-0.269559,0.000000,0.559230,-0.298944,-0.297870,0.753600,0.186392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246384.582031,sequential_ik_elbow_then_wrist,0,0,-0.201351,0.121462,-0.186292,-0.317324,-0.041946,0.036974,-0.178526,-0.166226,-0.174635,-0.409162,-0.259855,-0.007181,0.000247,0.059239,0.013170,0.237327,0.000210,0.035557,0.009786,0.155266,0.000000,0.000000,0.000000,0.476683,-0.366294,0.000000,0.893968,-0.421584,-0.383030,0.572736,0.350461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246384.616324,sequential_ik_elbow_then_wrist,1,0,-0.164948,0.154365,-0.197392,-0.257668,0.015044,0.051590,-0.173363,-0.204895,-0.134028,-0.382180,-0.265064,0.072793,0.000311,0.027687,0.014747,0.163904,0.000524,0.013698,0.016073,0.110927,0.000000,0.000000,0.000000,0.574078,-0.448603,0.000000,1.217175,-0.497214,-0.412831,0.435279,0.564747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246384.647472,sequential_ik_elbow_then_wrist,1,0,-0.174107,0.175220,-0.170250,-0.254544,0.084928,0.104299,-0.170007,-0.236557,-0.071683,-0.331253,-0.265088,0.179684,0.000245,0.012864,0.011809,0.113365,0.000902,0.010835,0.020352,0.103007,0.000000,0.000000,0.000000,0.633011,-0.491732,0.000000,1.454442,-0.534562,-0.386428,0.330812,0.763588,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246384.679409,sequential_ik_elbow_then_wrist,1,0,-0.176876,0.183553,-0.158187,-0.247142,0.109648,0.123949,-0.166233,-0.248852,-0.020957,-0.312750,-0.237337,0.240577,0.000090,0.009694,0.006844,0.098342,0.000624,0.015209,0.016675,0.123293,0.000000,0.000000,0.000000,0.669512,-0.511054,0.000000,1.623264,-0.551218,-0.323314,0.251417,0.921339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246384.713560,sequential_ik_elbow_then_wrist,1,0,-0.177151,0.190301,-0.149677,-0.248297,0.129599,0.135373,-0.161066,-0.252480,0.017645,-0.291651,-0.208912,0.284196,0.000041,0.008368,0.004579,0.091289,0.000369,0.017453,0.012785,0.132108,0.000000,0.000000,0.000000,0.691536,-0.516521,0.000000,1.737459,-0.557201,-0.241628,0.191077,1.043262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246384.745803,sequential_ik_elbow_then_wrist,1,0,-0.185693,0.194409,-0.133128,-0.257620,0.134486,0.151891,-0.159886,-0.246291,0.061458,-0.279015,-0.203476,0.333441,0.000058,0.008920,0.005085,0.094239,0.000382,0.015516,0.013021,0.124257,0.000000,0.000000,0.000000,0.708473,-0.506973,0.000000,1.809327,-0.561683,-0.144537,0.145219,1.115012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246384.783321,sequential_ik_elbow_then_wrist,1,0,-0.189131,0.209227,-0.102241,-0.268716,0.144026,0.179566,-0.148247,-0.245648,0.087634,-0.248080,-0.167592,0.359554,0.000186,0.010369,0.009115,0.101415,0.000202,0.015623,0.009474,0.124981,0.000000,0.000000,0.000000,0.716638,-0.475860,0.000000,1.841998,-0.559181,-0.046040,0.110366,1.173592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246384.816724,sequential_ik_elbow_then_wrist,1,0,-0.197088,0.219028,-0.056422,-0.288018,0.152385,0.221590,-0.142711,-0.249500,0.085927,-0.217691,-0.144915,0.356925,0.000379,0.012887,0.012962,0.112573,0.000017,0.013902,0.002869,0.117565,0.000000,0.000000,0.000000,0.721078,-0.417416,0.000000,1.831653,-0.551612,0.033381,0.083878,1.239609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246384.846107,sequential_ik_elbow_then_wrist,1,0,-0.201392,0.220649,-0.027485,-0.315541,0.155617,0.242220,-0.140642,-0.247757,0.094001,-0.225828,-0.145628,0.362912,0.000211,0.017356,0.009668,0.130782,0.000014,0.015945,0.002469,0.126266,0.000000,0.000000,0.000000,0.725310,-0.346986,0.000000,1.785665,-0.543844,0.100002,0.063748,1.286769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246384.880004,sequential_ik_elbow_then_wrist,1,0,-0.199249,0.223706,-0.015979,-0.328404,0.156303,0.246273,-0.157803,-0.236690,0.095268,-0.260894,-0.134614,0.357857,0.000055,0.020843,0.004912,0.144026,0.000054,0.022880,0.005192,0.151175,0.000000,0.000000,0.000000,0.726481,-0.280380,0.000000,1.726755,-0.550123,0.152918,0.048448,1.310218,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246384.914810,sequential_ik_elbow_then_wrist,1,0,-0.220420,0.203184,-0.011465,-0.372536,0.130909,0.236803,-0.158892,-0.239985,0.084621,-0.271777,-0.138816,0.343506,0.000109,0.029046,0.006941,0.170048,0.000015,0.024604,0.002612,0.156850,0.000000,0.000000,0.000000,0.745098,-0.223988,0.000000,1.654613,-0.557539,0.186744,0.036821,1.324151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246384.945948,sequential_ik_elbow_then_wrist,1,0,-0.219960,0.203983,0.002881,-0.368263,0.131124,0.253277,-0.161396,-0.233485,0.097140,-0.273127,-0.128199,0.354882,0.000036,0.025885,0.003996,0.160785,0.000020,0.025040,0.003032,0.158231,0.000000,0.000000,0.000000,0.762766,-0.170947,0.000000,1.585985,-0.567390,0.219096,0.027984,1.330543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246384.980396,sequential_ik_elbow_then_wrist,1,0,-0.219965,0.203340,0.016378,-0.363923,0.119177,0.265762,-0.171970,-0.226580,0.095329,-0.300030,-0.118178,0.344024,0.000036,0.027382,0.003976,0.165463,0.000028,0.031941,0.003784,0.178671,0.000000,0.000000,0.000000,0.777292,-0.119975,0.000000,1.529076,-0.583838,0.244037,0.021268,1.325442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246385.013528,sequential_ik_elbow_then_wrist,1,0,-0.218768,0.201485,0.039299,-0.354123,0.111774,0.291551,-0.171511,-0.220632,0.109114,-0.290951,-0.115418,0.363405,0.000086,0.026466,0.006180,0.162665,0.000033,0.027639,0.003868,0.166205,0.000000,0.000000,0.000000,0.788922,-0.064592,0.000000,1.479751,-0.600686,0.272109,0.016163,1.312362,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246385.047438,sequential_ik_elbow_then_wrist,1,0,-0.216937,0.199305,0.056708,-0.346923,0.103301,0.309467,-0.174056,-0.216863,0.112584,-0.292227,-0.117359,0.369750,0.000067,0.026846,0.005453,0.163823,0.000012,0.026118,0.002359,0.161554,0.000000,0.000000,0.000000,0.798123,-0.007810,0.000000,1.435366,-0.617363,0.297832,0.012284,1.292042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246385.081640,sequential_ik_elbow_then_wrist,1,0,-0.220761,0.192182,0.065808,-0.349176,0.088228,0.316214,-0.184751,-0.208835,0.110703,-0.314837,-0.112362,0.363232,0.000034,0.029205,0.003888,0.170873,0.000033,0.029771,0.004165,0.172444,0.000000,0.000000,0.000000,0.810067,0.044446,0.000000,1.394827,-0.639440,0.317155,0.009336,1.262601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246385.114792,sequential_ik_elbow_then_wrist,1,0,-0.228815,0.180283,0.071707,-0.350429,0.071376,0.323400,-0.179133,-0.205878,0.124601,-0.293488,-0.109525,0.384677,0.000044,0.029311,0.004529,0.171190,0.000027,0.023871,0.003470,0.154496,0.000000,0.000000,0.000000,0.829201,0.089992,0.000000,1.358876,-0.657365,0.341089,0.007095,1.237047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246385.147890,sequential_ik_elbow_then_wrist,1,0,-0.228016,0.176778,0.082209,-0.345926,0.066742,0.335170,-0.173091,-0.207978,0.129556,-0.282733,-0.111605,0.391646,0.000025,0.027758,0.003360,0.166586,0.000014,0.022138,0.002582,0.148786,0.000000,0.000000,0.000000,0.847607,0.132634,0.000000,1.325309,-0.667593,0.364773,0.005392,1.215841,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246385.181982,sequential_ik_elbow_then_wrist,1,0,-0.222598,0.180963,0.087764,-0.331745,0.068106,0.343401,-0.155077,-0.208585,0.149810,-0.242669,-0.110377,0.419407,0.000013,0.025816,0.002388,0.160671,0.000116,0.016059,0.007561,0.126719,0.000000,0.000000,0.000000,0.858436,0.170452,0.000000,1.301321,-0.665408,0.398186,0.004098,1.202567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246385.216988,sequential_ik_elbow_then_wrist,1,0,-0.218285,0.185320,0.089490,-0.323318,0.074524,0.347739,-0.135514,-0.214714,0.159793,-0.209844,-0.120146,0.434624,0.000009,0.024305,0.002095,0.155899,0.000142,0.011702,0.008995,0.108177,0.000000,0.000000,0.000000,0.862064,0.201549,0.000000,1.284885,-0.648490,0.434365,0.003115,1.192482,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778246385.247464,sequential_ik_elbow_then_wrist,1,0,-0.211248,0.189638,0.097014,-0.310477,0.078705,0.357490,-0.113382,-0.218800,0.171087,-0.175279,-0.133724,0.452034,0.000022,0.022815,0.003248,0.151043,0.000197,0.007514,0.010924,0.086660,0.000000,0.000000,0.000000,0.858750,0.230608,0.000000,1.274808,-0.617540,0.472749,0.002367,1.180175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
