time_sec,source,valid,manual_enabled,left_target_elbow_x,left_target_elbow_y,left_target_elbow_z,left_target_wrist_x,left_target_wrist_y,left_target_wrist_z,right_target_elbow_x,right_target_elbow_y,right_target_elbow_z,right_target_wrist_x,right_target_wrist_y,right_target_wrist_z,left_shoulder_loss,left_elbow_loss,left_elbow_error,left_wrist_error,right_shoulder_loss,right_elbow_loss,right_elbow_error,right_wrist_error,torso_joint,neck_joint,head_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,left_hip_joint,left_knee_joint,left_ankle_joint,right_hip_joint,right_knee_joint,right_ankle_joint
1778766098.570319,sequential_ik_elbow_then_wrist,1,0,-0.191754,0.221759,-0.063668,-0.193606,0.204240,0.235815,-0.157606,-0.255252,0.002561,-0.204983,-0.260608,0.298748,0.006027,0.035786,0.053457,0.150793,0.003297,0.025209,0.038715,0.126432,0.000000,0.000000,0.000000,0.128921,-0.040440,0.000000,0.474145,-0.101766,0.001600,0.000000,0.430498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778766098.601053,sequential_ik_elbow_then_wrist,1,0,-0.148376,0.260468,0.011870,-0.061419,0.197587,0.292020,-0.039994,-0.289445,0.067987,0.120869,-0.257389,0.319176,0.000466,0.005448,0.014383,0.059518,0.001408,0.032452,0.025288,0.176528,0.000000,0.000000,0.000000,0.223322,-0.032694,0.000000,0.787252,-0.126879,0.044007,0.000000,0.691881,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778766098.648041,sequential_ik_elbow_then_wrist,0,0,-0.120470,0.267876,0.061070,-0.003737,0.174409,0.321142,0.046487,-0.287375,0.072489,0.253010,-0.211712,0.276508,0.000591,0.005324,0.016233,0.072543,0.001506,0.063512,0.026763,0.251897,0.000000,0.000000,0.000000,0.276834,0.012628,0.000000,1.044004,-0.079744,0.088927,0.000000,0.909070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778766098.683618,sequential_ik_elbow_then_wrist,0,0,-0.105595,0.260545,0.104719,-0.006564,0.146630,0.363980,0.043044,-0.271945,0.119136,0.252999,-0.194725,0.319026,0.000469,0.002821,0.014494,0.052547,0.000419,0.057608,0.013831,0.239816,0.000000,0.000000,0.000000,0.306636,0.084157,0.000000,1.220506,-0.028675,0.155890,0.000000,1.050608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778766098.724036,sequential_ik_elbow_then_wrist,0,0,-0.084587,0.254761,0.133947,0.023966,0.106357,0.370996,0.052994,-0.258689,0.142378,0.282627,-0.162283,0.309634,0.000319,0.003446,0.012171,0.058701,0.000224,0.075375,0.010275,0.274506,0.000000,0.000000,0.000000,0.315585,0.166720,0.000000,1.353962,0.021693,0.230240,0.000000,1.147022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778766098.769867,sequential_ik_elbow_then_wrist,0,0,-0.075452,0.247084,0.152500,0.001336,0.100436,0.402696,0.107839,-0.240010,0.144103,0.341911,-0.121460,0.289555,0.000143,0.001263,0.008196,0.033851,0.000682,0.101142,0.019996,0.317922,0.000000,0.000000,0.000000,0.314604,0.248934,0.000000,1.429404,0.099686,0.293866,0.000000,1.200549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778766098.802463,sequential_ik_elbow_then_wrist,0,0,-0.071263,0.243160,0.160607,0.044204,0.089030,0.390631,0.117520,-0.239217,0.137711,0.337187,-0.099865,0.287135,0.000041,0.004653,0.004428,0.068203,0.000143,0.092790,0.009135,0.304607,0.000000,0.000000,0.000000,0.309647,0.321725,0.000000,1.489617,0.177218,0.338930,0.000000,1.236058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778766098.837574,sequential_ik_elbow_then_wrist,0,0,-0.056408,0.238764,0.172656,0.052695,0.066097,0.392389,0.136198,-0.215700,0.157872,0.352427,-0.067374,0.303626,0.000085,0.004580,0.006840,0.067668,0.000284,0.096826,0.012781,0.311059,0.000000,0.000000,0.000000,0.296320,0.388384,0.000000,1.538021,0.258731,0.386814,0.000000,1.243284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778766098.870017,sequential_ik_elbow_then_wrist,0,0,-0.046115,0.240795,0.172891,0.029255,0.056852,0.397578,0.039325,-0.215985,0.204460,0.231760,-0.071636,0.383714,0.000053,0.001652,0.005857,0.040627,0.001815,0.047498,0.033792,0.217934,0.000000,0.000000,0.000000,0.276268,0.441826,0.000000,1.571993,0.273553,0.463905,0.000000,1.253216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1778766098.909311,sequential_ik_elbow_then_wrist,1,0,-0.076989,0.241462,0.160527,-0.077251,0.046817,0.388811,-0.015019,-0.218477,0.205042,0.143057,-0.079485,0.418801,0.000133,0.003859,0.009033,0.062123,0.001919,0.020757,0.037847,0.144003,0.000000,0.000000,0.000000,0.276062,0.473963,0.000000,1.598573,0.232968,0.533314,0.000000,1.271401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
